golden_zephyr,2.5
goofys_sky_school,1.5
guardians_of_the_galaxy,5
jessies_critter_carousel,2
incredicoaster,4
jumpin_jellyfish,1
luigis_rollickin_roadsters,1.3
maters_junkyard_jamboree,2
monsters_inc,5
pixar_pal_a_round,9
radiator_springs_racers,6
soarin,4.5
silly_symphony_swings,2
the_little_mermaid,7
toy_story_midway_mania,8
